Troupe,title_english,title_japanese,title_romaji,Venue,Director,Author,Composer,Choreographer,top_star,num_in_run,top_musume,num_in_run,lead,one_act,two_act,special,dinner_show,genre,adaption,adaption_from,revival,previous_revival_troupe,Start Day,Start Month,Start Year,End Day,End Month,End Year
Star,2000 Takarazuka Paris Festival,2000宝塚巴里祭,2000 Takarazuka Parisai,Daiichi Hotel Tokyo,N/A,N/A,N/A,N/A,N/A,0,N/A,0,"Ayaki Nao, Yumeki Noa",FALSE,TRUE,TRUE,FALSE,french,FALSE,FALSE,FALSE,FALSE,20,7,2000,21,7,2000
Star,Emao Yuu Dinner Show - Gambler －The Betting Begins－,絵麻緒ゆうディナーショー「Gambler－賭が始まる－」,"Emao Yuu Dinner Show - Gambler －Kake ga Hajimaru－,",Hotel Hankyu International,Nakamura Satoru,N/A,N/A,N/A,N/A,0,N/A,0,Emao Yuu,FALSE,FALSE,FALSE,TRUE,N/A,FALSE,FALSE,FALSE,FALSE,17,7,2000,18,7,2000
Star,Natsumi You Salon Concert - Hasta Mahna,夏美ようサロンコンサート「アスタマーニャ」,Natsumi You Salon Concert - Hasta Mahna,Takarazuka Hotel,N/A,N/A,N/A,N/A,N/A,0,N/A,0,Natsumi You,FALSE,FALSE,FALSE,TRUE,N/A,FALSE,FALSE,FALSE,FALSE,13,7,2000,14,7,2000
Star,2000 Takarazuka Paris Festival,2000宝塚巴里祭,2000 Takarazuka Parisai,Hotel Hankyu International,N/A,N/A,N/A,N/A,N/A,0,N/A,0,"Ayaki Nao, Yumeki Noa",FALSE,TRUE,TRUE,FALSE,french,FALSE,FALSE,FALSE,FALSE,10,7,2000,11,7,2000
Cosmos,Freedom: Mr. Carmen,ＦＲＥＥＤＯＭ ―ミスター・カルメン―,Freedom: Mr. Carmen,Nippon Seinenkan Hall,Kimura Shinji,Kimura Shinji,Kai Masato,"Takemura Rui, Suzuki Reiko",N/A,0,N/A,0,"Juri Sakiho, Toono Asuka",FALSE,TRUE,FALSE,FALSE,"drama, european",TRUE,novel,FALSE,FALSE,29,6,2000,4,7,2000
Mixed,"Takarazuka: Snow, Moon, Flower / Sunrise Takarazuka",宝塚: 雪月花 / サンライズ タカラヅカ,Takarazuka: Setsugekka / Sunrise Takarazuka,"Friedrichstadt Palace Theatre, Berlin","Sakai Sumio, Okada Keiji",N/A,N/A,N/A,N/A,0,N/A,0,Shibuki Jun,FALSE,TRUE,TRUE,FALSE,german_tour,FALSE,FALSE,FALSE,FALSE,24,6,2000,7,7,2000
Flower,Haruno Sumire Dinner Show - SUMIRE2000 - Metamorphosis,春野寿美礼ディナーショー「SUMIRE2000－メタモルフォーゼス」,Haruno Sumire Dinner Show - SUMIRE2000 - Metamorphosis,Hotel Grand Palace,N/A,N/A,N/A,N/A,N/A,0,N/A,0,Haruno Sumire,FALSE,FALSE,FALSE,TRUE,N/A,FALSE,FALSE,FALSE,FALSE,11,6,2000,12,6,2000
Cosmos,Ephemeral Love,うたかたの恋,Utakata no Koi,National Tour,Shibata Yukihiro,Shibata Yukihiro,"Terada Takio, Yoshida Yuuko, Takahashi Kuni","Hayama Kiyomi, Shou Sumire",Wao Youka,1,Hanafusa Mari,23,N/A,TRUE,FALSE,FALSE,FALSE,"drama, austrian, 1800s",FALSE,FALSE,FALSE,FALSE,10,6,2000,2,7,2000
Cosmos,Glorious!!,GLORIOUS!!,Glorious!!,National Tour,Fujii Daisuke,Fujii Daisuke,"Takahashi Kuni, Miyahara Tooru, Kuratomi Shinichi","Hayama Kiyomi, Kenji Nakao, Miori Yumino, Wakao Risa, Iida Satoko",Wao Youka,1,Hanafusa Mari,23,N/A,TRUE,FALSE,FALSE,FALSE,revue,FALSE,FALSE,TRUE,cosmos,10,6,2000,2,7,2000
Flower,Haruno Sumire Dinner Show - SUMIRE2000 - Metamorphosis,春野寿美礼ディナーショー「SUMIRE2000－メタモルフォーゼス」,Haruno Sumire Dinner Show - SUMIRE2000 - Metamorphosis,Shin Hankyu Hotel,N/A,N/A,N/A,N/A,N/A,0,N/A,0,Haruno Sumire,FALSE,FALSE,FALSE,TRUE,N/A,FALSE,FALSE,FALSE,FALSE,30,5,2000,31,5,2000
Star,Golden Pharaoh,黄金のファラオ,Ougon no Pharaoh,Takarazuka Grand Theater,Nakamura Satoru,Nakamura Satoru,"Nishimura Kouji, Kuratomi Shinichi","Hayama Kiyomi, Seri Machika, Wakao Risa",Minoru Kou,5,Hoshina Yuri,8,N/A,TRUE,FALSE,FALSE,FALSE,"drama, ancient, egyptian",FALSE,FALSE,FALSE,FALSE,19,5,2000,26,6,2000
Star,Miracat,美麗猫,Miracat,Takarazuka Grand Theater,Miki Akio,Miki Akio,"Takahashi Kuni, Yoshia Yuuko, Kuratomi Shinchi","Hayama Kiyomi, Nakura Kayoko, Ai Erina, Miori Yumino, Wakao Risa",Minoru Kou,5,Hoshina Yuri,8,N/A,TRUE,FALSE,FALSE,FALSE,revue,FALSE,FALSE,FALSE,FALSE,19,5,2000,26,6,2000
Moon,Luna,ＬＵＮＡ,Luna,1000 Days Theater,Koike Shuuichirou,Koike Shuuichirou,"Yoshida Yuuko, Kai Masato","Ootani Morio, Masaki Rino, Miori Yumino",Makoto Tsubasa,9,Dan Rei,5,N/A,TRUE,FALSE,FALSE,FALSE,"drama, comedy, english",FALSE,FALSE,FALSE,FALSE,12,5,2000,26,6,2000
Moon,Blue Moon Blue,BLUE MOON BLUE,Blue Moon Blue,1000 Days Theater,Saitou Yoshiamasa,Saitou Yoshimasa,"Takahashi Kuni, Yoshida Yuuko, Kuratomi Shinchi","Hayama Kiyomi, Koido Hideya, Miori Yumino, Kawasaki Etsuko",Makoto Tsubasa,9,Dan Rei,5,N/A,TRUE,FALSE,FALSE,FALSE,revue,FALSE,FALSE,FALSE,FALSE,12,5,2000,26,6,2000
Cosmos,Freedom: Mr. Carmen,ＦＲＥＥＤＯＭ ―ミスター・カルメン―,Freedom: Mr. Carmen,Bow Hall,Kimura Shinji,Kimura Shinji,Kai Masato,"Takemura Rui, Suzuki Reiko",N/A,0,N/A,0,"Juri Sakiho, Toono Asuka",FALSE,TRUE,FALSE,FALSE,"drama, european",TRUE,novel,FALSE,FALSE,15,6,2000,23,6,2000
Moon,Shiomi Maho Dinner Show - Platinum,汐美真帆ディナーショー「Ｐｌａｔｉｎｕｍ」,Shiomi Maho Dinner Show - Platinum,Hotel Grand Palace,Fujii Daisuke,Fujii Daisuke,N/A,Iida Satoko,N/A,0,N/A,0,Shiomi Maho,FALSE,FALSE,FALSE,TRUE,N/A,FALSE,FALSE,FALSE,FALSE,17,4,2000,18,4,2000
Snow,The Man Called Bacchus,バッカスと呼ばれた男 ,Bacchus to Yobareta Otoko,National Tour,Tani Masazumi,Tani Masazumi,"Yoshizaki Kenji, Miyahara Tooru, Takeuchi Kazuhiro",Shou Sumire,Todoroki Yuu,9,Tsukikage Hitomi,9,N/A,TRUE,FALSE,FALSE,FALSE,"drama, 1600s, french",FALSE,FALSE,FALSE,FALSE,14,4,2000,7,5,2000
Snow,Splendor of a Thousand Beats,華麗なる千拍子,Karei Naru Sen Byoushi,National Tour,Nakamura Kazunori,Takaki Shirio,"Nishimura Kouji, Kai Masato, Kuratomi Shinichi","Nakura Kayoko, Ieki Hiroshi, Ai Erina, Ootani Morio",Todoroki Yuu,9,Tsukikage Hitomi,9,N/A,TRUE,FALSE,FALSE,FALSE,revue,FALSE,FALSE,FALSE,FALSE,14,4,2000,7,5,2000
Moon,Shiomi Maho Dinner Show - Platinum,汐美真帆ディナーショー「Ｐｌａｔｉｎｕｍ」,Shiomi Maho Dinner Show - Platinum,Takarazuka Hotel,Fujii Daisuke,Fujii Daisuke,N/A,Iida Satoko,N/A,0,N/A,0,Shiomi Maho,FALSE,FALSE,FALSE,TRUE,N/A,FALSE,FALSE,FALSE,FALSE,12,4,2000,13,4,2000
Flower,Lived in A Dream,あさきゆめみし -源氏物語-,Asaki Yume Mishi -Genji Monogatari-,Takarazuka Grand Theater,Kusano Akira,Kusano Akira,"Takahashi Jou, Kuratomi Shinichi, Kikawada Shin","Nishikawa Minosuke, Muromachi Akane",Aika Mire,5,Ootori Rei,5,N/A,TRUE,FALSE,TRUE,FALSE,"drama, nihonmono",TRUE,novel,FALSE,FALSE,7,4,2000,15,5,2000
Flower,The Beauties!,ザ・ビューティーズ！,The Beauties!,Takarazuka Grand Theater,Nakamura Kazunori,Nakamura Kazunori,"Nishimura Kouji, Kai Masato, Kuratomi Shinichi","Naukra Kayoko, Ieki Hiroshi, Ai Erina, Ootani Morio, Hirayama Kora",Aika Mire,5,Ootori Rei,5,N/A,TRUE,FALSE,TRUE,FALSE,revue,FALSE,FALSE,FALSE,FALSE,7,4,2000,15,5,2000
Cosmos,Black Rose of the Desert,砂漠の黒薔薇,Sabaku no Kurobara,1000 Days Theater,Sakai Sumio,Sakai Sumio,"Yoshida Yuuko, Kuratomi Shinichi","Hayama Kiyomi, Wakao Risa",Shizuki Asato,6,Hanafusa Mari,22,N/A,TRUE,FALSE,FALSE,FALSE,"drama, ancient, middle_eastern",FALSE,FALSE,FALSE,FALSE,24,3,2000,7,5,2000
Cosmos,Glorious!!,GLORIOUS!!,Glorious!!,1000 Days Theater,Fujii Daisuke,Fujii Daisuke,"Takahashi Kuni, Miyahara Tooru, Kuratomi Shinichi","Hayama Kiyomi, Kenji Nakao, Miori Yumino, Wakao Risa, Iida Satoko",Shizuki Asato,6,Hanafusa Mari,22,N/A,TRUE,FALSE,FALSE,FALSE,"revue, taidan, american",FALSE,FALSE,FALSE,FALSE,24,3,2000,7,5,2000
Snow,Bamboo-leaf Boat,ささら笹舟,Sasara Sasabune,Bow Hall,Tani Masazumi,Tani Masazumi,"Yoshizaki Kenji, Miyahara Tooru",Yamamura Waka,N/A,0,N/A,0,"Takashiro Kei, Konno Mahiru",FALSE,TRUE,FALSE,FALSE,"drama, nihonmono",FALSE,FALSE,FALSE,FALSE,22,4,2000,5,5,2000
Moon,Luna,ＬＵＮＡ,Luna,Takarazuka Grand Theater,Koike Shuuichirou,Koike Shuuichirou,"Yoshida Yuuko, Kai Masato","Ootani Morio, Masaki Rino, Miori Yumino",Makoto Tsubasa,9,Dan Rei,5,N/A,TRUE,FALSE,FALSE,FALSE,"drama, comedy, english",FALSE,FALSE,FALSE,FALSE,19,2,2000,3,4,2000
Moon,Blue Moon Blue,BLUE MOON BLUE,Blue Moon Blue,Takarazuka Grand Theater,Saitou Yoshiamasa,Saitou Yoshimasa,"Takahashi Kuni, Yoshida Yuuko, Kuratomi Shinchi","Hayama Kiyomi, Koido Hideya, Miori Yumino, Kawasaki Etsuko",Makoto Tsubasa,9,Dan Rei,5,N/A,TRUE,FALSE,FALSE,FALSE,revue,FALSE,FALSE,FALSE,FALSE,19,2,2000,3,4,2000
Star,Profile of a Saint,聖者の横顔 ,Seija no Yokogao,Bow Hall,Ogita Kouichi,Ogita Kouichi,Takahashi Kuni,"Ueshima Yukio, Iga Yuuko, Hirasawa Satoshi",N/A,0,N/A,0,"Ayaki Nao, Hisato Rie",FALSE,TRUE,FALSE,FALSE,"drama, italian, 60s",FALSE,FALSE,FALSE,FALSE,25,3,2000,31,3,2000
Star,Love Insurance,Love Insurance,Love Insurance,Theater Drama City,Masatsuka Haruhiko,Masatsuka Haruhiko,Takahashi Kuni,"Ueshima Yukio, Iga Yuuko",Minoru Kou,4,Hoshina Yuri,7,N/A,FALSE,TRUE,FALSE,FALSE,"drama, american, mystery",FALSE,FALSE,FALSE,FALSE,12,3,2000,21,3,2000
Cosmos,Shizuki Asato Dinner Show - Millennium,姿月あさとディナーショー「Millennium」,Shizuki Asato Dinner Show - Millennium,Hotel Hankyu International,N/A,N/A,N/A,N/A,N/A,0,N/A,0,Shizuki Asato,FALSE,FALSE,FALSE,TRUE,N/A,FALSE,FALSE,FALSE,FALSE,28,2,2000,29,2,2000
Cosmos,Shizuki Asato Dinner Show - Millennium,姿月あさとディナーショー「Millennium」,Shizuki Asato Dinner Show - Millennium,Palace Hotel,N/A,N/A,N/A,N/A,N/A,0,N/A,0,Shizuki Asato,FALSE,FALSE,FALSE,TRUE,N/A,FALSE,FALSE,FALSE,FALSE,26,2,2000,27,2,2000
Cosmos,Juri Sakiho Dinner Show - Naked Gambler,樹里咲穂ディナーショー「Naked　Gambler」,Juri Sakiho Dinner Show - Naked Gambler,Takarazuka Hotel,Nakamura Satoru,Nakamura Satoru,Yoshida Yuuko,Kenji Nakao,N/A,0,N/A,0,Juri Sakiho,FALSE,FALSE,FALSE,TRUE,N/A,FALSE,FALSE,FALSE,FALSE,20,2,2000,21,2,2000
Cosmos,Juri Sakiho Dinner Show - Naked Gambler,樹里咲穂ディナーショー「Naked　Gambler」,Juri Sakiho Dinner Show - Naked Gambler,Hotel Grand Palace,Nakamura Satoru,Nakamura Satoru,Yoshida Yuuko,Kenji Nakao,N/A,0,N/A,0,Juri Sakiho,FALSE,FALSE,FALSE,TRUE,N/A,FALSE,FALSE,FALSE,FALSE,16,2,2000,17,2,2000
Flower,The Winter's Tale (Bow Shakespeare Series #1),冬物語,Fuyu Monogatari,Nippon Seinenkan Hall,Kodama Akiko,Kodama Akiko,Yoshida Yuuko,Yamamura Waka,N/A,0,N/A,0,"Haruno Sumire, Sena Jun",FALSE,TRUE,FALSE,FALSE,"drama, nihonmono",TRUE,shakespeare,FALSE,FALSE,12,2,2000,18,2,2000
Snow,The Man Called Bacchus,バッカスと呼ばれた男 ,Bacchus to Yobareta Otoko,1000 Days Theater,Tani Masazumi,Tani Masazumi,"Yoshizaki Kenji, Miyahara Tooru, Takeuchi Kazuhiro",Shou Sumire,Todoroki Yuu,9,Tsukikage Hitomi,9,N/A,TRUE,FALSE,FALSE,FALSE,"drama, 1600s, french",FALSE,FALSE,FALSE,FALSE,11,2,2000,19,3,2000
Snow,Splendor of a Thousand Beats,華麗なる千拍子,Karei Naru Sen Byoushi,1000 Days Theater,Nakamura Kazunori,Takaki Shirio,"Nishimura Kouji, Kai Masato, Kuratomi Shinichi","Nakura Kayoko, Ieki Hiroshi, Ai Erina, Ootani Morio",Todoroki Yuu,9,Tsukikage Hitomi,9,N/A,TRUE,FALSE,FALSE,FALSE,revue,FALSE,FALSE,FALSE,FALSE,11,2,2000,19,3,2000
Flower,Tango Argentino,タンゴ･アルゼンチーノ,Tango Argentino,Chunichi Theater,Koike Shuuichirou,Koike Shuuichirou,"Yoshida Yuuko, Kai Masato","Masaki Rino, Miori Yumino",Aika Mire,4,Ootori Rei,4,N/A,TRUE,FALSE,FALSE,FALSE,"drama, european, 30s, 40s",FALSE,FALSE,FALSE,FALSE,2,2,2000,21,2,2000
Flower,The Revue IV,ザ・レビューIV,The Revue IV,Chunichi Theater,Okada Keiji,Okada Keiji,"Yoshizaki Kenji, Takahashi Kuni, Terada Takio, Kai Masato, Eric Woolfson","Hayama Kiyomi, Ootani Morio, Muromachi Akane, Miori Yumino, Wakao Risa, Tsukasa Konomi",Aika Mire,4,Ootori Rei,4,N/A,TRUE,FALSE,FALSE,FALSE,revue,FALSE,FALSE,FALSE,FALSE,2,2,2000,21,2,2000
Flower,The Winter's Tale (Bow Shakespeare Series #1),冬物語,Fuyu Monogatari,Bow Hall,Kodama Akiko,Kodama Akiko,Yoshida Yuuko,Yamamura Waka,N/A,0,N/A,0,"Haruno Sumire, Sena Jun",FALSE,TRUE,FALSE,FALSE,"drama, nihonmono",TRUE,shakespeare,FALSE,FALSE,28,1,2000,6,2,2000
Snow,Aran Kei Dinner Show - Rough Time,安蘭けいディナーショー「ラフ・タイム」,Aran Kei Dinner Show - Rough Time,Hotel Grand Palace,Kusano Akira,Kusano Akira,N/A,N/A,N/A,0,N/A,0,Aran Kei,FALSE,FALSE,FALSE,TRUE,N/A,N/A,N/A,N/A,N/A,23,1,2000,24,1,2000
Snow,Kouju Tatsuki Dinner Show - Montage,香寿たつきディナーショー「Montage」,Kouju Tatsuki Dinner Show - Montage,Palace Hotel,N/A,N/A,N/A,N/A,N/A,0,N/A,0,Kouju Tatsuki,FALSE,FALSE,FALSE,TRUE,N/A,N/A,N/A,N/A,N/A,20,1,2000,21,1,2000
Snow,Aran Kei Dinner Show - Rough Time,安蘭けいディナーショー「ラフ・タイム」,Aran Kei Dinner Show - Rough Time,Takarazuka Hotel,Kusano Akira,Kusano Akira,N/A,N/A,N/A,0,N/A,0,Aran Kei,FALSE,FALSE,FALSE,TRUE,N/A,N/A,N/A,N/A,N/A,18,1,2000,19,1,2000
Snow,Kouju Tatsuki Dinner Show - Montage,香寿たつきディナーショー「Montage」,Kouju Tatsuki Dinner Show - Montage,Hotel Hankyu International,N/A,N/A,N/A,N/A,N/A,0,N/A,0,Kouju Tatsuki,FALSE,FALSE,FALSE,TRUE,N/A,N/A,N/A,N/A,N/A,12,1,2000,13,1,2000
Star,My Love Lies Over the Mountains,我が愛は山の彼方に ,Waga Ai Wa Yama No Kanata Ni,1000 Days Theater,Tani Masazumi,Ueda Shinji,"Terada Takio, Yoshida Yuuko","Hayama Kiyomi, Wakao Risa",Minoru Kou,3,Hoshina Yuri,6,N/A,TRUE,FALSE,FALSE,FALSE,"drama, ancient, korean, chinese",TRUE,novel,TRUE,"star, star",2,1,2000,6,1,2000
Star,Great Century,グレートセンチュリー,Great Century,1000 Days Theater,Miki Akio,Miki Akio,"Takahashi Kuni, Yoshida Yuuko, Nishimura Kouji, Kuratomi Shinichi, Kikawada Shin","Hayama Kiyomi, Nakura Kayoko, Ai Erina, Miori Yumino, Wakao Risa",Minoru Kou,3,Hoshina Yuri,6,N/A,TRUE,FALSE,FALSE,FALSE,revue,FALSE,FALSE,FALSE,FALSE,2,1,2000,6,2,2000
Cosmos,Black Rose of the Desert,砂漠の黒薔薇,Sabaku no Kurobara,Takarazuka Grand Theater,Sakai Sumio,Sakai Sumio,"Yoshida Yuuko, Kuratomi Shinichi","Hayama Kiyomi, Wakao Risa",Shizuki Asato,6,Hanafusa Mari,22,N/A,TRUE,FALSE,FALSE,FALSE,"drama, ancient, middle_eastern",FALSE,FALSE,FALSE,FALSE,1,1,2000,8,2,2000
Cosmos,Glorious!!,GLORIOUS!!,Glorious!!,Takarazuka Grand Theater,Fujii Daisuke,Fujii Daisuke,"Takahashi Kuni, Miyahara Tooru, Kuratomi Shinichi","Hayama Kiyomi, Kenji Nakao, Miori Yumino, Wakao Risa, Iida Satoko",Shizuki Asato,6,Hanafusa Mari,22,N/A,TRUE,FALSE,FALSE,FALSE,"revue, taidan, american",FALSE,FALSE,FALSE,FALSE,1,1,2000,8,2,2000