Troupe,title_english,title_japanese,title_romaji,Venue,Director,Author,Composer,Choreographer,top_star,num_in_run,top_musume,num_in_run,lead,one_act,two_act,special,dinner_show,genre,adaption,adaption_from,revival,previous_revival_troupe,Start Day,Start Month,Start Year,End Day,End Month,End Year
Moon,Slapstick,SLAPSTICK,Slapstick,Nippon Seinenkan Hall,Koyanagi Naoko,Koyanagi Naoko,Kai Masato. Yoshida Yuuko,Wakao Risa. Miori Yumino,N/A,0,N/A,0,Kiriya Hiromu. Shijou Rui,FALSE,TRUE,FALSE,FALSE,drama. comedy. american. 10s.,TRUE,biography,FALSE,FALSE,4,7,2002,10,7,2002
Star,Lucky Star!,LUCKY STAR！,Lucky Star!,Tokyo Takarazuka Theater,Nakamura Kazunori,Nakamura Kazunori,Kuratomi Shinichi. Kai Masato. Nishimura Kouji,KAZUMI-BOY. Ootani Morio. Ai Erina. Ieki Hiroshi,Kouju Tatsuki,3,Nagisa Aki,3,N/A,TRUE,FALSE,FALSE,FALSE,revue,FALSE,FALSE,FALSE,FALSE,28,6,2002,11,8,2002
Star,The Prague Spring,プラハの春,Puraha no Haru,Tokyo Takarazuka Theater,Tani Masazumi,Tani Masazumi,Miyahara Tooru. Yoshizaki Kenji,Yamamura Waka. Shou Sumire,Kouju Tatsuki,3,Nagisa Aki,3,N/A,TRUE,FALSE,FALSE,FALSE,drama. european. 60s.,TRUE,novel,FALSE,FALSE,28,6,2002,11,8,2002
Star,Kouju Tatsuki Dinner Show - The Silent Revolution,Kouju Tatsuki Dinner Show - Shizuka Naru Kakumei.香寿たつきディナーショー「静かなる革命」,Kouju Tatsuki Dinner Show - The Silent Revolution,Royton Sapporo,Ogita Kouichi,N/A,N/A,N/A,N/A,0,N/A,0,Kouju Tatsuki,FALSE,FALSE,FALSE,TRUE,N/A,FALSE,FALSE,FALSE,FALSE,23,6,2002,23,6,2002
Moon,Slapstick,SLAPSTICK,Slapstick,Bow Hall,Koyanagi Naoko,Koyanagi Naoko,Kai Masato. Yoshida Yuuko,Wakao Risa. Miori Yumino,N/A,0,N/A,0,Kiriya Hiromu. Shijou Rui,FALSE,TRUE,FALSE,FALSE,drama. comedy. american. 10s.,TRUE,biography,FALSE,FALSE,21,6,2002,30,6,2002
Moon,Sarang ・ Love,サラン・愛,Sarang ・ Love,National Tour,Nakamura Kazunori,Nakamura Kazunori,Kuratomi Shinichi. Yoshida Yuuko. Takahashi Kuni,Wakao Risa. Miori Yumino. Nakura Kayoko. Hayama Kiyomi,Shibuki Jun,4,Emi Kurara,4,,TRUE,FALSE,FALSE,FALSE,drama. korean. 1600s. romance.,FALSE,FALSE,TRUE,flower,15,6,2002,7,7,2002
Moon,Jazzmania,ジャズマニア,Jazzmania,National Tour,Miki Akio,Miki Akio,Takahashi Kuni. Yoshida Yuuko. Kuratomi Shinichi,,Shibuki Jun,4,Emi Kurara,4,,TRUE,FALSE,FALSE,FALSE,revue,FALSE,FALSE,FALSE,FALSE,15,6,2002,7,7,2002
Star,Kouju Tatsuki Dinner Show - The Silent Revolution,Kouju Tatsuki Dinner Show - Shizuka Naru Kakumei.香寿たつきディナーショー「静かなる革命」,Kouju Tatsuki Dinner Show - The Silent Revolution,Palace Hotel,Ogita Kouichi,N/A,N/A,N/A,N/A,0,N/A,0,Kouju Tatsuki,FALSE,FALSE,FALSE,TRUE,N/A,FALSE,FALSE,FALSE,FALSE,26,5,2002,27,5,2002
Snow,Memories of Barcelona,追憶のバルセロナ,Tsuioku no Barcelona,Takarazuka Grand Theater,Masatsuka Haruhiko,Masatsuka Haruhiko,Miyahara Tooru. Takahashi Kuni,Hirasawa Satoshi. Iga Yuuko,Emao Yuu,2,Konno Mahiru,2,N/A,TRUE,FALSE,FALSE,FALSE,drama. spanish,FALSE,FALSE,FALSE,FALSE,24,5,2002,8,7,2002
Snow,On the Fifth,ON THE 5th －ヴィレッヂからハーレムまで－,On the Fifth -From the Village to Harlem-,Takarazuka Grand Theater,Kusano Akira,Kusano Akira,Kuratomi Shinichi. Takahashi Kuni,Iga Yuuko. Ueshima Yukio. Hayama Kiyomi Randy Skinner. ,Emao Yuu,2,Konno Mahiru,2,N/A,TRUE,FALSE,FALSE,FALSE,revue,FALSE,FALSE,FALSE,FALSE,24,5,2002,8,7,2002
Star,Kouju Tatsuki Dinner Show - The Silent Revolution,Kouju Tatsuki Dinner Show - Shizuka Naru Kakumei.香寿たつきディナーショー「静かなる革命」,Kouju Tatsuki Dinner Show - The Silent Revolution,Hotel Hankyu International,Ogita Kouichi,N/A,N/A,N/A,N/A,0,N/A,0,Kouju Tatsuki,FALSE,FALSE,FALSE,TRUE,N/A,FALSE,FALSE,FALSE,FALSE,23,5,2002,24,5,2002
Cosmos,The Age of Innocence,エイジ・オブ・イノセンス －美徳の微笑－,The Age of Innocence,Nippon Seinenkan Hall,Ueda Keiko,Ueda Keiko,Kai Masato. Yoshida Yuuko,Miori Yumino. Masaki Rino,N/A,0,N/A,0,Tsubaki Hiroka. Fuzuki Miyo,FALSE,TRUE,FALSE,FALSE,drama. 1870s. american.,TRUE,novel,FALSE,FALSE,11,5,2002,17,5,2002
Flower,In the Amber-Hued Rain,琥珀色の雨にぬれて,Kohakuiro no Ame ni Nurete,Tokyo Takarazuka Theater,Shibata Yukihiro,Shibata Yukihiro,Miyahara Tooru. Kuratomi Shinichi. Takahashi Kuni: ,ANJU. Wakao Risa. Miori Yumino. Kenji Nakao. Hayama Kiyomi: ,Takumi Hibiki,2,Ootori Rei,9,Haruno Sumire,TRUE,FALSE,FALSE,FALSE,drama. romance. 20s. european,FALSE,FALSE,TRUE,flower,11,5,2002,23,6,2002
Flower,Cocktail,Cocktail －カクテル－,Cocktail,Tokyo Takarazuka Theater,Fujii Daisuke,Fujii Daisuke,,,Takumi Hibiki,2,Ootori Rei,9,Haruno Sumire,TRUE,FALSE,FALSE,FALSE,revue,FALSE,FALSE,FALSE,FALSE,11,5,2002,23,6,2002
Cosmos,The Age of Innocence,エイジ・オブ・イノセンス －美徳の微笑－,Age of Innocence -Bitoku no Bijou-,Bow Hall,Ueda Keiko,Ueda Keiko,Kai Masato. Yoshida Yuuko,Miori Yumino. Masaki Rino,N/A,0,N/A,0,Tsubaki Hiroka. Fuzuki Miyo,FALSE,TRUE,FALSE,FALSE,drama. 1870s. american.,TRUE,novel,FALSE,FALSE,28,4,2002,6,5,2002
Cosmos,Castel Mirage,カステル・ミラージュ ～消えない蜃気楼～,Castel Mirage ~Kienai Shinkirou~,National Tour,Koike Shuuichirou,Koike Shuuichirou,Kai Masato. Yoshida Yuuko,Kanamori Jou. Miori Yumino. Maeda Kiyomi,Wao Youka,6,Hanafusa Mari,28,N/A,TRUE,FALSE,FALSE,FALSE,drama. american. ,TRUE,biography,FALSE,FALSE,27,4,2002,19,5,2002
Cosmos,Dancing Spirit!,ダンシング・スピリット！,Dancing Spirit!,National Tour,Nakamura Kazunori,Nakamura Kazunori,Kuratomi Shinichi. Kai Masato. Nishimura Kouji,KAZUMI-BOY. Ootani Morio. Ai Erina. Ieki Hiroshi. Nakura Kayoko,Wao Youka,6,Hanafusa Mari,28,N/A,TRUE,FALSE,FALSE,FALSE,revue,FALSE,FALSE,FALSE,FALSE,27,4,2002,19,5,2002
Flower,Gone with the Wind,風と共に去りぬ,Kaze to Tomo ni Sarinu,Nissay Theater,Tani Masazumi. Ueda Shinji,Ueda Shinji,Terada Takio. Yoshida Yuuko. Irie Kaoru. Tokura Shunichi,Kurotaki Tsukio. Kita Hiroshi. Oka Masami. Wakao Risa. Shou Sumire. Hayama Kiyomi,Todoroki Yuu,14,N/A,0,N/A,FALSE,TRUE,FALSE,FALSE,drama. american. 1800s.,TRUE,novel,TRUE,flower. snow. moon. star.,18,4,2002,29,4,2002
Flower,Diamond Eyes,ダイヤモンド・アイズ,Diamond Eyes,Drama City,Fujii Daisuke,Fujii Daisuke,Miyahara Tooru. Takahashi Kuni,Hirasawa Satoshi. Iida Satoko. Miori Yumino,N/A,0,N/A,0,Kizuki Ayumu. Kaede Saki. Takashou Mizuki,FALSE,TRUE,TRUE,FALSE,concert,FALSE,FALSE,FALSE,FALSE,18,4,2002,21,4,2002
Star,Lucky Star!,LUCKY STAR！,Lucky Star!,Takarazuka Grand Theater,Nakamura Kazunori,Nakamura Kazunori,Kuratomi Shinichi. Kai Masato. Nishimura Kouji,KAZUMI-BOY. Ootani Morio. Ai Erina. Ieki Hiroshi,Kouju Tatsuki,3,Nagisa Aki,3,N/A,TRUE,FALSE,FALSE,FALSE,revue,FALSE,FALSE,FALSE,FALSE,12,4,2002,20,5,2002
Star,The Prague Spring,プラハの春,Puraha no Haru,Takarazuka Grand Theater,Tani Masazumi,Tani Masazumi,Miyahara Tooru. Yoshizaki Kenji,Yamamura Waka. Shou Sumire,Kouju Tatsuki,3,Nagisa Aki,3,N/A,TRUE,FALSE,FALSE,FALSE,drama. european. 60s.,TRUE,novel,FALSE,FALSE,12,4,2002,20,5,2002
Snow,Gone with the Wind,風と共に去りぬ,Kaze to Tomo ni Sarinu,Nissay Theater,Tani Masazumi. Ueda Shinji,Ueda Shinji,Terada Takio. Yoshida Yuuko. Irie Kaoru. Tokura Shunichi,Kurotaki Tsukio. Kita Hiroshi. Oka Masami. Wakao Risa. Shou Sumire. Hayama Kiyomi,Todoroki Yuu,14,N/A,0,Asami Hikaru,FALSE,TRUE,FALSE,FALSE,drama. american. 1800s.,TRUE,novel,TRUE,flower. snow. moon. star.,6,4,2002,16,4,2002
Snow,Complete Devotion,殉　情,Junjou,Akasaka ACT Theater,Ishida Masaya,Ishida Masaya,Nishimura Kouji,Ai Erina. Hanayagi Yoshijirou,Emao Yuu,1,Konno Mahiru,1,N/A,FALSE,TRUE,FALSE,FALSE,drama. nihonmono,TRUE,novel,TRUE,star,31,3,2002,7,4,2002
Moon,Guys and Dolls,ガイズ＆ドールズ －GUYS & DOLLS－,Guys and Dolls,Tokyo Takarazuka Theater,Sakai Sumio. Miki Akio,N/A,N/A,N/A,Shibuki Jun,3,Emi Kurara,3,N/A,FALSE,TRUE,FALSE,FALSE,drama. american. 50s.,FALSE,FALSE,FALSE,FALSE,29,3,2002,6,5,2002
Snow,Takashiro Kei Dinner Show - off,貴城けいディナーショー「ｏｆｆ」,Takashiro Kei Dinner Show - off,Daiichi Hotel Tokyo,N/A,N/A,N/A,N/A,N/A,0,N/A,0,Takashiro Kei,FALSE,FALSE,FALSE,TRUE,N/A,FALSE,FALSE,FALSE,FALSE,18,3,2002,19,3,2002
Snow,Complete Devotion,殉　情,Junjou,Theater Drama City,Ishida Masaya,Ishida Masaya,Nishimura Kouji,Ai Erina. Hanayagi Yoshijirou,Emao Yuu,1,Konno Mahiru,1,N/A,FALSE,TRUE,FALSE,FALSE,drama. nihonmono,TRUE,novel,TRUE,star,16,3,2002,25,3,2002
Snow,Takashiro Kei Dinner Show - off,貴城けいディナーショー「ｏｆｆ」,Takashiro Kei Dinner Show - off,Takarazuka Hotel,N/A,N/A,N/A,N/A,N/A,0,N/A,0,Takashiro Kei,FALSE,FALSE,FALSE,TRUE,N/A,FALSE,FALSE,FALSE,FALSE,12,3,2002,13,3,2002
Flower,In the Amber-Hued Rain,琥珀色の雨にぬれて,Kohakuiro no Ame ni Nurete,Takarazuka Grand Theater,Shibata Yukihiro,Shibata Yukihiro,Takahashi Kuni. Yoshida Yuuko. Terada Takio,Muromachi Akane. Tsukasa Konomi,Takumi Hibiki,2,Ootori Rei,9,N/A,TRUE,FALSE,FALSE,FALSE,drama. romance. 20s. european,FALSE,FALSE,TRUE,flower,1,3,2002,8,4,2002
Flower,Cocktail,Cocktail －カクテル－,Cocktail,Takarazuka Grand Theater,Fujii Daisuke,Fujii Daisuke,Miyahara Tooru. Kuratomi Shinichi. Takahashi Kuni,ANJU. Wakao Risa. Miori Yumino. Kenji Nakao. Hayama Kiyomi: ,Takumi Hibiki,2,Ootori Rei,9,N/A,TRUE,FALSE,FALSE,FALSE,revue,FALSE,FALSE,FALSE,FALSE,1,3,2002,8,4,2002
Star,Yumeki Noa Dinner Show - feel,夢輝のあディナーショー「ｆｅｅｌ」,Yumeki Noa Dinner Show - feel,Hotel Grand Palace,N/A,N/A,N/A,N/A,N/A,0,N/A,0,Yumeki Noa,FALSE,FALSE,FALSE,TRUE,N/A,FALSE,FALSE,FALSE,FALSE,1,3,2002,1,3,2002
Star,Yumeki Noa Dinner Show - feel,夢輝のあディナーショー「ｆｅｅｌ」,Yumeki Noa Dinner Show - feel,Hotel Grand Palace,N/A,N/A,N/A,N/A,N/A,0,N/A,0,Yumeki Noa,FALSE,FALSE,FALSE,TRUE,N/A,FALSE,FALSE,FALSE,FALSE,28,2,2002,28,2,2002
Star,Yumeki Noa Dinner Show - feel,夢輝のあディナーショー「ｆｅｅｌ」,Yumeki Noa Dinner Show - feel,Takarazuka Hotel,N/A,N/A,N/A,N/A,N/A,0,N/A,0,Yumeki Noa,FALSE,FALSE,FALSE,TRUE,N/A,FALSE,FALSE,FALSE,FALSE,25,2,2002,26,2,2002
Star,Kozuki Wataru Dinner Show - Aqua－Blue Skies－,Kozuki Wataru Dinner Show - Aqua－Aozora－.湖月わたるディナーショー「Aqua－碧空－」,Kozuki Wataru Dinner Show - Aqua－Blue Skies－,Shin Hankyu Hotel,N/A,N/A,N/A,N/A,N/A,0,N/A,0,Kozuki Wataru,FALSE,FALSE,FALSE,TRUE,N/A,FALSE,FALSE,FALSE,FALSE,18,2,2002,19,2,2002
Cosmos,Castel Mirage,カステル・ミラージュ ～消えない蜃気楼～,Castel Mirage ~Kienai Shinkirou~,Tokyo Takarazuka Theater,Koike Shuuichirou,Koike Shuuichirou,Kai Masato. Yoshida Yuuko,Kanamori Jou. Miori Yumino. Maeda Kiyomi,Wao Youka,5,Hanafusa Mari,27,N/A,TRUE,FALSE,FALSE,FALSE,drama. american. ,TRUE,biography,FALSE,FALSE,16,2,2002,24,3,2002
Cosmos,Dancing Spirit!,ダンシング・スピリット！,Dancing Spirit!,Tokyo Takarazuka Theater,Nakamura Kazunori,Nakamura Kazunori,Kuratomi Shinichi. Kai Masato. Nishimura Kouji,KAZUMI-BOY. Ootani Morio. Ai Erina. Ieki Hiroshi. Nakura Kayoko,Wao Youka,5,Hanafusa Mari,27,N/A,TRUE,FALSE,FALSE,FALSE,revue,FALSE,FALSE,FALSE,FALSE,16,2,2002,24,3,2002
Star,Kozuki Wataru Dinner Show - Aqua－Blue Skies－,Kozuki Wataru Dinner Show - Aqua－Aozora－.湖月わたるディナーショー「Aqua－碧空－」,Kozuki Wataru Dinner Show - Aqua－Blue Skies－,Daiichi Hotel Tokyo,N/A,N/A,N/A,N/A,N/A,0,N/A,0,Kozuki Wataru,FALSE,FALSE,FALSE,TRUE,N/A,FALSE,FALSE,FALSE,FALSE,11,2,2002,12,2,2002
Star,Revolt of a Gallant Poet,花の業平 ～忍ぶの乱れ～,Hana no Narihira ~Shinobu no Midare~,Chunichi Theater,Onoe Kikujou,Shibata Yukihiro,Yoshida Yuuko,Onoe Kikujou,Kouju Tatsuki,2,Nagisa Aki,2,N/A,TRUE,FALSE,FALSE,FALSE,drama. japanese. ancient. nihonmono,FALSE,FALSE,FALSE,FALSE,2,2,2002,21,1,2002
Star,Southern Cross Revue II,サザンクロス・レビューII,Southern Cross Revue II,Chunichi Theater,Kusano Akira,Kusano Akira,Takahashi Kuni. Kuratomi Shinichi. Miyagawa Akira,Iga Yuuko. Ueshima Yukio. Nakura Kayoko. Shou Sumire. Hayama Kiyomi,Kouju Tatsuki,2,Nagisa Aki,2,N/A,TRUE,FALSE,FALSE,FALSE,revue,FALSE,FALSE,TRUE,star,2,2,2002,21,2,2002
Senka. Flower,Shiokaze Kou Dinner Show - One-derful,汐風幸ディナーショー「One-derful」,Shiokaze Kou Dinner Show - One-derful,Hotel Grand Palace,N/A,N/A,N/A,N/A,N/A,0,N/A,0,Shiokaze Kou,FALSE,FALSE,FALSE,TRUE,N/A,FALSE,FALSE,FALSE,FALSE,19,1,2002,20,1,2002
Senka. Flower,Shiokaze Kou Dinner Show - One-derful,汐風幸ディナーショー「One-derful」,Shiokaze Kou Dinner Show - One-derful,Takarazuka Hotel,N/A,N/A,N/A,N/A,N/A,0,N/A,0,Shiokaze Kou,FALSE,FALSE,FALSE,TRUE,N/A,FALSE,FALSE,FALSE,FALSE,16,1,2002,17,1,2002
Flower,Kaede Saki Dinner Show - MIRROR,楓沙樹ディナーショー「ＭＩＲＲＯＲ」,Kaede Saki Dinner Show - MIRROR,Hotel Grand Palace,N/A,N/A,N/A,N/A,N/A,0,N/A,0,Kaede Saki,FALSE,FALSE,FALSE,TRUE,N/A,FALSE,FALSE,FALSE,FALSE,13,1,2002,14,1,2002
Cosmos,Cosmos Troupe Encourage Concert,宙組エンカレッジ・コンサート,Cosmos Troupe Encourage Concert,Bow Hall,N/A,N/A,N/A,N/A,N/A,0,N/A,0,N/A,FALSE,TRUE,TRUE,FALSE,concert,FALSE,FALSE,FALSE,FALSE,12,1,2002,14,1,2002
Flower,Kaede Saki Dinner Show - MIRROR,楓沙樹ディナーショー「ＭＩＲＲＯＲ」,Kaede Saki Dinner Show - MIRROR,Takarazuka Hotel,N/A,N/A,N/A,N/A,N/A,0,N/A,0,Kaede Saki,FALSE,FALSE,FALSE,TRUE,N/A,FALSE,FALSE,FALSE,FALSE,9,1,2002,10,1,2002
Flower,Canary,カナリア,Canary,Le Theatre Ginza,Masatsuka Haruhiko,Masatsuka Haruhiko,Takahashi Kuni. Miyahara Tooru,Iga Yuuko. Hirasawa Satoshi,Takumi Hibiki,1,Ootori Rei,8,N/A,FALSE,TRUE,FALSE,FALSE,drama. comedy. supernatural. french,FALSE,FALSE,FALSE,FALSE,4,1,2002,13,1,2002
Snow,Flaming Love,愛 燃える －呉王夫差－,Ai Moeru -Goou Fusa-,Tokyo Takarazuka Theater,Sakai Sumio,Sakai Sumio,Yoshida Yuuko. Kuratomi Shinichi,Hanayagi Yoshijirou. Wakao Risa,Todoroki Yuu,13,Tsukikage Hitomi,14,N/A,TRUE,FALSE,FALSE,FALSE,drama. ancient. chinese,FALSE,FALSE,FALSE,FALSE,2,1,2002,11,2,2002
Snow,Rose Garden,Rose Garden,Rose Garden,Tokyo Takarazuka Theater,Okada Keiji,Okada Keiji,Yoshizaki Kenji. Takahashi Kuni. Kai Masato. Miyahara Tooru,Hayama Kiyomi. Ootani Morio. Muromachi Akane. Miori Yumino,Todoroki Yuu,13,Tsukikage Hitomi,14,N/A,TRUE,FALSE,FALSE,FALSE,revue. taidan,FALSE,FALSE,FALSE,FALSE,2,1,2002,11,2,2002
Moon,Guys and Dolls,ガイズ＆ドールズ －GUYS & DOLLS－,Guys and Dolls,Takarazuka Grand Theater,Sakai Sumio. Miki Akio,N/A,N/A,N/A,Shibuki Jun,3,Emi Kurara,3,N/A,FALSE,TRUE,FALSE,FALSE,drama. american. 50s.,FALSE,FALSE,FALSE,FALSE,1,1,2002,12,2,2002